year	month	day	Lat	Lon	Tx	Tn	RR	WSP	RH
1966	9	23	NA	NA	NA	NA	NA	NA	NA
1966	9	24	14.2	1.45	37.2	26.1	0	5.6	50.6
1966	9	25	14.2	1.45	36.1	22.2	0	2.4	51.2
1966	9	26	NA	NA	NA	NA	NA	NA	NA
1966	9	27	14.2	1.45	27.8	22.8	0	2.5	79.5
1966	9	28	NA	NA	NA	NA	NA	NA	NA
1966	9	29	14.2	1.45	35	21.1	0	3.1	60.9
1966	9	30	14.2	1.45	35	23.9	0	2.8	46.8
1966	10	1	14.2	1.45	35	23.9	0	1	63.8
1966	10	2	NA	NA	NA	NA	NA	NA	NA
1966	10	3	NA	NA	NA	NA	NA	NA	NA
1966	10	4	NA	NA	NA	NA	NA	NA	NA
1966	10	5	NA	NA	NA	NA	NA	NA	NA
1966	10	6	NA	NA	NA	NA	NA	NA	NA
1966	10	7	NA	NA	NA	NA	NA	NA	NA
1966	10	8	NA	NA	NA	NA	NA	NA	NA
1966	10	9	NA	NA	NA	NA	NA	NA	NA
1966	10	10	14.2	1.45	36.1	23.9	0	2.8	49.6
1966	10	11	NA	NA	NA	NA	NA	NA	NA
1966	10	12	14.2	1.45	37.8	22.8	0	3.3	46
1966	10	13	14.2	1.45	37.8	18.9	0	3.3	59.6
1966	10	14	14.2	1.45	38.9	26.1	0	3.3	45.1
1966	10	15	14.2	1.45	40	23.9	0	2.3	47.5
1966	10	16	NA	NA	NA	NA	NA	NA	NA
1966	10	17	NA	NA	NA	NA	NA	NA	NA
1966	10	18	14.2	1.45	38.9	25	7.1	2.3	44.3
1966	10	19	14.2	1.45	38.9	23.9	0	2.1	36.2
1966	10	20	14.2	1.45	37.8	23.9	0	2.8	31
1966	10	21	14.2	1.45	37.8	25	0	4.5	34.2
1966	10	22	14.2	1.45	40	21.1	0	2.3	27.9
1966	10	23	14.2	1.45	40	21.1	0	4.1	21.9
1966	10	24	NA	NA	NA	NA	NA	NA	NA
1966	10	25	NA	NA	NA	NA	NA	NA	NA
1966	10	26	14.2	1.45	38.9	21.1	0	2.8	30.2
1966	10	27	NA	NA	NA	NA	NA	NA	NA
1966	10	28	14.2	1.45	37.8	23.9	0	2.1	36.8
1966	10	29	14.2	1.45	37.8	23.9	0	1.5	32.8
1966	10	30	14.2	1.45	40	25	0	3.1	36.6
1966	10	31	14.2	1.45	40	22.8	0	3.9	25.6
1966	11	1	14.2	1.45	38.9	18.9	0	2.5	31.3
1966	11	2	14.2	1.45	37.8	22.8	0	2.9	43.5
1966	11	3	14.2	1.45	40	20	7.9	2.9	24.6
1966	11	4	14.2	1.45	38.9	17.8	0	1.4	24.3
1966	11	5	NA	NA	NA	NA	NA	NA	NA
1966	11	6	14.2	1.45	37.8	20	0	1.2	35.4
1966	11	7	NA	NA	NA	NA	NA	NA	NA
1966	11	8	14.2	1.45	40	22.2	0	3.9	24.8
1966	11	9	14.2	1.45	38.9	21.1	0	3.9	24.4
1966	11	10	14.2	1.45	36.1	17.8	0	3.6	27.5
1966	11	11	14.2	1.45	37.8	18.9	0	4.4	25.8
1966	11	12	14.2	1.45	37.2	27.8	0	3.6	20.8
1966	11	13	14.2	1.45	36.1	17.2	0	2.8	16.6
1966	11	14	14.2	1.45	37.2	28.9	0	5	14.3
1966	11	15	14.2	1.45	37.2	18.9	0	4.5	15.6
1966	11	16	14.2	1.45	36.1	22.2	0	5.8	16.8
1966	11	17	14.2	1.45	36.1	20	0	3.1	22.2
1966	11	18	14.2	1.45	36.1	17.2	0	2.1	29.4
1966	11	19	14.2	1.45	37.2	18.9	0	1.6	31.7
1966	11	20	14.2	1.45	37.8	21.1	0	1	25.7
1966	11	21	14.2	1.45	37.8	20	0	2.5	16.9
1966	11	22	NA	NA	NA	NA	NA	NA	NA
1966	11	23	14.2	1.45	37.2	22.8	0	4.9	12.9
1966	11	24	14.2	1.45	37.2	17.8	0	2.3	15.5
1966	11	25	14.2	1.45	37.2	17.2	0	2.8	21.1
1966	11	26	14.2	1.45	36.1	28.9	0	4.4	13.4
1966	11	27	14.2	1.45	37.2	20	0	8.1	12.5
1966	11	28	14.2	1.45	36.1	21.1	0	6.4	12.8
1966	11	29	14.2	1.45	36.1	18.9	0	3.7	16.1
1966	11	30	14.2	1.45	35	27.2	0	5.4	18
1966	12	1	14.2	1.45	36.1	20	0	4.7	21.1
1966	12	2	14.2	1.45	36.1	20	0	4.3	21.4
1966	12	3	14.2	1.45	35	20	0	2.5	20.4
1966	12	4	14.2	1.45	35	16.1	0	0.8	23.8
1966	12	5	14.2	1.45	36.1	15	0	1.8	22.5
1966	12	6	14.2	1.45	36.1	17.2	0	1.9	28.2
1966	12	7	14.2	1.45	35	17.8	0	2.1	22.1
1966	12	8	14.2	1.45	35	12.8	0	1.6	32.4
1966	12	9	14.2	1.45	35	13.9	0	1.7	36.1
1966	12	10	14.2	1.45	32.2	18.9	0	4.1	31.2
1966	12	11	NA	NA	NA	NA	NA	NA	NA
1966	12	12	NA	NA	NA	NA	NA	NA	NA
1966	12	13	NA	NA	NA	NA	NA	NA	NA
1966	12	14	14.2	1.45	33.9	15	0	3.3	18.1
1966	12	15	14.2	1.45	35	18.9	0	4.5	21.7
1966	12	16	14.2	1.45	35	18.9	0	4.1	18.5
1966	12	17	14.2	1.45	35	17.8	0	3.1	15.9
1966	12	18	14.2	1.45	33.9	18.9	0	3.3	23.3
1966	12	19	14.2	1.45	35	28.9	0	6.9	16.5
1966	12	20	NA	NA	NA	NA	NA	NA	NA
1966	12	21	14.2	1.45	31.1	22.8	0	4.9	21.2
1966	12	22	14.2	1.45	31.1	22.2	0	3.6	24.3
1966	12	23	NA	NA	NA	NA	NA	NA	NA
1966	12	24	14.2	1.45	35	17.8	0	2.9	22.9
1966	12	25	14.2	1.45	35	15	0	2.9	31.3
1966	12	26	NA	NA	NA	NA	NA	NA	NA
1966	12	27	14.2	1.45	33.9	13.9	0	2.9	30.8
1966	12	28	NA	NA	NA	NA	NA	NA	NA
1966	12	29	14.2	1.45	32.8	15	0	4.1	24.3
1966	12	30	14.2	1.45	30	15	0	4.6	21.7
1966	12	31	14.2	1.45	30	16.1	0	4.9	24.5
1967	1	1	14.2	1.45	30	15	0	3.7	25.3
1967	1	2	14.2	1.45	27.8	15	0	4.9	23.5
1967	1	3	14.2	1.45	27.8	15	0	4.6	28.1
1967	1	4	14.2	1.45	28.9	15	0	3.5	30.3
1967	1	5	14.2	1.45	28.9	15	0	3.9	28.2
1967	1	6	NA	NA	NA	NA	NA	NA	NA
1967	1	7	NA	NA	NA	NA	NA	NA	NA
1967	1	8	14.2	1.45	31.1	15	0	2.9	29.6
1967	1	9	14.2	1.45	32.8	17.2	0	2.4	27.4
1967	1	10	14.2	1.45	37.2	21.1	0	3.6	18.3
1967	1	11	14.2	1.45	37.2	21.1	0	2.7	16.8
1967	1	12	14.2	1.45	37.2	20	0	2.8	14.8
1967	1	13	14.2	1.45	35	26.1	0	2.8	14.6
1967	1	14	14.2	1.45	32.8	17.8	0	3.5	21.5
1967	1	15	14.2	1.45	30	17.2	0	6.8	17.8
1967	1	16	14.2	1.45	28.9	15	9.9	3.6	19.9
1967	1	17	14.2	1.45	27.8	11.1	1	4.9	15.7
1967	1	18	14.2	1.45	28.9	15	0	3.7	21.3
1967	1	19	14.2	1.45	30	16.1	0	5.4	19.3
1967	1	20	14.2	1.45	32.2	23.9	0	5.1	13.5
1967	1	21	14.2	1.45	32.2	17.8	0	4.5	17
1967	1	22	14.2	1.45	32.2	17.8	0	5.8	17.3
1967	1	23	14.2	1.45	32.2	16.1	0	6.2	17.6
1967	1	24	14.2	1.45	31.1	13.9	0	5.4	18
1967	1	25	14.2	1.45	28.9	13.9	0	6.4	18.7
1967	1	26	14.2	1.45	28.9	12.8	0	7.2	19.9
1967	1	27	14.2	1.45	28.9	12.8	0	5.4	21.9
1967	1	28	14.2	1.45	28.9	13.9	0	3.9	20.9
1967	1	29	NA	NA	NA	NA	NA	NA	NA
1967	1	30	14.2	1.45	31.1	15	0	2.6	22.1
1967	1	31	14.2	1.45	31.1	16.1	0	3.5	26
1967	2	1	14.2	1.45	32.2	18.9	0	1.5	31.8
1967	2	2	NA	NA	NA	NA	NA	NA	NA
1967	2	3	14.2	1.45	35	18.9	0	3.6	25
1967	2	4	14.2	1.45	33.9	21.1	9.9	5.7	20.2
1967	2	5	14.2	1.45	33.9	20	1	3.3	26.9
1967	2	6	14.2	1.45	33.9	22.2	0	4.1	20.8
1967	2	7	14.2	1.45	35	18.9	0	2.5	22.3
1967	2	8	NA	NA	NA	NA	NA	NA	NA
1967	2	9	NA	NA	NA	NA	NA	NA	NA
1967	2	10	14.2	1.45	38.9	18.9	0	2.6	26.1
1967	2	11	NA	NA	NA	NA	NA	NA	NA
1967	2	12	14.2	1.45	32.8	22.8	0	5.9	21.1
1967	2	13	NA	NA	NA	NA	NA	NA	NA
1967	2	14	NA	NA	NA	NA	NA	NA	NA
1967	2	15	14.2	1.45	32.2	22.2	0	6.7	17.9
1967	2	16	14.2	1.45	32.2	18.9	0	3.5	24.5
1967	2	17	14.2	1.45	35	16.1	0	2.3	24.1
1967	2	18	NA	NA	NA	NA	NA	NA	NA
1967	2	19	14.2	1.45	36.1	20	0	4.1	20
1967	2	20	NA	NA	NA	NA	NA	NA	NA
1967	2	21	14.2	1.45	36.1	22.2	0	4.6	19.6
1967	2	22	14.2	1.45	36.1	21.1	0	5.7	19.1
1967	2	23	14.2	1.45	35	20	0	6.1	21.3
1967	2	24	14.2	1.45	35	27.2	0	4.9	17.2
1967	2	25	14.2	1.45	36.1	27.2	0	4.4	15.9
1967	2	26	14.2	1.45	37.8	17.8	0	2.3	25.1
1967	2	27	14.2	1.45	37.8	18.9	0	2.7	28.4
1967	2	28	14.2	1.45	37.8	23.9	0	3.1	32.7
1967	3	1	14.2	1.45	37.8	27.2	0	6.4	17
1967	3	2	14.2	1.45	37.2	23.9	0	6.4	18.1
1967	3	3	14.2	1.45	37.2	23.9	0	7.2	21.3
1967	3	4	NA	NA	NA	NA	NA	NA	NA
1967	3	5	NA	NA	NA	NA	NA	NA	NA
1967	3	6	NA	NA	NA	NA	NA	NA	NA
1967	3	7	14.2	1.45	37.8	30	0	4.6	15.8
1967	3	8	NA	NA	NA	NA	NA	NA	NA
1967	3	9	14.2	1.45	38.9	22.2	0	3.7	21.9
1967	3	10	NA	NA	NA	NA	NA	NA	NA
1967	3	11	NA	NA	NA	NA	NA	NA	NA
1967	3	12	14.2	1.45	41.1	18.9	0	2.5	25.7
1967	3	13	14.2	1.45	40	32.2	0	2.6	20.6
1967	3	14	14.2	1.45	40	27.8	0	3.3	11.7
1967	3	15	NA	NA	NA	NA	NA	NA	NA
1967	3	16	14.2	1.45	40	23.9	0	3.6	16.1
1967	3	17	14.2	1.45	40	21.1	0	4.5	18.1
1967	3	18	14.2	1.45	38.9	25	0	4.7	20
1967	3	19	14.2	1.45	37.8	22.8	0	2.5	42.7
1967	3	20	14.2	1.45	40	30	0	3.9	28.4
1967	3	21	14.2	1.45	38.9	23.9	0	1.5	26.2
1967	3	22	14.2	1.45	38.9	22.2	0	1	27
1967	3	23	NA	NA	NA	NA	NA	NA	NA
1967	3	24	NA	NA	NA	NA	NA	NA	NA
1967	3	25	14.2	1.45	36.1	22.8	0	2.1	41.9
1967	3	26	14.2	1.45	40	22.8	0	4.3	18
1967	3	27	14.2	1.45	40	31.1	0	3.3	17.4
1967	3	28	14.2	1.45	40	27.2	0	3.1	24.1
1967	3	29	NA	NA	NA	NA	NA	NA	NA
1967	3	30	NA	NA	NA	NA	NA	NA	NA
1967	3	31	NA	NA	NA	NA	NA	NA	NA
1967	4	1	14.2	1.45	42.2	22.2	0	2.1	25.6
1967	4	2	14.2	1.45	42.8	36.1	0	2.8	14.9
1967	4	3	NA	NA	NA	NA	NA	NA	NA
1967	4	4	14.2	1.45	42.8	26.1	0	1.3	26.9
1967	4	5	14.2	1.45	42.8	25	0	4.1	19
1967	4	6	14.2	1.45	42.8	23.9	0	2.3	24.5
1967	4	7	14.2	1.45	40	22.8	0	2.1	32.7
1967	4	8	14.2	1.45	40	23.9	0	5.1	20.4
1967	4	9	14.2	1.45	43.9	23.9	0	3.1	25
1967	4	10	14.2	1.45	42.8	22.8	0	3.1	24.8
1967	4	11	14.2	1.45	41.1	35	0	3.6	32.1
1967	4	12	14.2	1.45	42.2	25	0	5.9	42.9
1967	4	13	NA	NA	NA	NA	NA	NA	NA
1967	4	14	14.2	1.45	43.9	25	0	4.6	23
1967	4	15	NA	NA	NA	NA	NA	NA	NA
1967	4	16	NA	NA	NA	NA	NA	NA	NA
1967	4	17	14.2	1.45	43.9	37.2	0	3.6	20.5
1967	4	18	14.2	1.45	43.9	27.8	0	2.8	33.1
1967	4	19	NA	NA	NA	NA	NA	NA	NA
1967	4	20	NA	NA	NA	NA	NA	NA	NA
1967	4	21	14.2	1.45	40	26.1	4.1	4.3	42.3
1967	4	22	14.2	1.45	42.2	27.2	0	4.7	19
1967	4	23	14.2	1.45	40	27.2	0	2.4	24.2
1967	4	24	14.2	1.45	41.1	25	9.9	3.5	16.2
1967	4	25	14.2	1.45	41.1	33.9	0	6.1	22.8
1967	4	26	14.2	1.45	38.9	27.8	0	3.7	26.4
1967	4	27	NA	NA	NA	NA	NA	NA	NA
1967	4	28	14.2	1.45	42.2	38.9	0	2.6	21.8
1967	4	29	14.2	1.45	42.2	25	0	1.9	28.3
1967	4	30	14.2	1.45	41.1	32.2	0	4.1	34
1967	5	1	14.2	1.45	42.8	26.1	0	3.1	35.2
1967	5	2	14.2	1.45	41.1	27.2	0	3.3	43.1
1967	5	3	NA	NA	NA	NA	NA	NA	NA
1967	5	4	14.2	1.45	40	32.2	0	4.4	34.5
1967	5	5	14.2	1.45	45	27.2	0	4.3	28.6
1967	5	6	NA	NA	NA	NA	NA	NA	NA
1967	5	7	14.2	1.45	46.1	28.9	0	2.3	32.7
1967	5	8	NA	NA	NA	NA	NA	NA	NA
1967	5	9	14.2	1.45	42.8	30	0	2.8	36.2
1967	5	10	NA	NA	NA	NA	NA	NA	NA
1967	5	11	NA	NA	NA	NA	NA	NA	NA
1967	5	12	NA	NA	NA	NA	NA	NA	NA
1967	5	13	NA	NA	NA	NA	NA	NA	NA
1967	5	14	NA	NA	NA	NA	NA	NA	NA
1967	5	15	NA	NA	NA	NA	NA	NA	NA
1967	5	16	NA	NA	NA	NA	NA	NA	NA
1967	5	17	NA	NA	NA	NA	NA	NA	NA
1967	5	18	NA	NA	NA	NA	NA	NA	NA
1967	5	19	NA	NA	NA	NA	NA	NA	NA
1967	5	20	NA	NA	NA	NA	NA	NA	NA
1967	5	21	14.2	1.45	42.8	27.8	0	3.7	35.7
1967	5	22	14.2	1.45	42.8	30	0	2.3	34.7
1967	5	23	NA	NA	NA	NA	NA	NA	NA
1967	5	24	14.2	1.45	42.8	28.9	0	2.7	37.1
1967	5	25	NA	NA	NA	NA	NA	NA	NA
1967	5	26	NA	NA	NA	NA	NA	NA	NA
1967	5	27	14.2	1.45	45	27.8	0	2.4	28.5
1967	5	28	NA	NA	NA	NA	NA	NA	NA
1967	5	29	14.2	1.45	42.8	22.8	1	2.6	26.5
1967	5	30	NA	NA	NA	NA	NA	NA	NA
1967	5	31	14.2	1.45	41.1	28.9	0	3.1	42.3
1967	6	1	NA	NA	NA	NA	NA	NA	NA
1967	6	2	NA	NA	NA	NA	NA	NA	NA
1967	6	3	14.2	1.45	40	26.1	0	3.7	44
1967	6	4	NA	NA	NA	NA	NA	NA	NA
1967	6	5	NA	NA	NA	NA	NA	NA	NA
1967	6	6	14.2	1.45	45	27.2	0	4.1	32.1
1967	6	7	NA	NA	NA	NA	NA	NA	NA
1967	6	8	NA	NA	NA	NA	NA	NA	NA
1967	6	9	NA	NA	NA	NA	NA	NA	NA
1967	6	10	14.2	1.45	43.9	27.2	0	1.6	33.5
1967	6	11	14.2	1.45	43.9	28.9	0	4.9	40.8
1967	6	12	NA	NA	NA	NA	NA	NA	NA
1967	6	13	14.2	1.45	41.1	27.2	0	2.8	38.3
1967	6	14	NA	NA	NA	NA	NA	NA	NA
1967	6	15	NA	NA	NA	NA	NA	NA	NA
1967	6	16	14.2	1.45	38.9	26.1	5.1	3.3	52.8
1967	6	17	14.2	1.45	38.9	27.8	0	2.8	48.8
1967	6	18	NA	NA	NA	NA	NA	NA	NA
1967	6	19	NA	NA	NA	NA	NA	NA	NA
1967	6	20	NA	NA	NA	NA	NA	NA	NA
1967	6	21	14.2	1.45	36.1	23.9	7.9	2.3	62.7
1967	6	22	NA	NA	NA	NA	NA	NA	NA
1967	6	23	NA	NA	NA	NA	NA	NA	NA
1967	6	24	NA	NA	NA	NA	NA	NA	NA
1967	6	25	14.2	1.45	37.2	26.1	0	4.9	53.5
1967	6	26	14.2	1.45	35	22.2	3	2.8	60.6
1967	6	27	14.2	1.45	36.1	25	0	3.3	51.3
1967	6	28	NA	NA	NA	NA	NA	NA	NA
1967	6	29	NA	NA	NA	NA	NA	NA	NA
1967	6	30	NA	NA	NA	NA	NA	NA	NA
1967	7	1	NA	NA	NA	NA	NA	NA	NA
1967	7	2	14.2	1.45	36.1	25	0	6.8	54.6
1967	7	3	NA	NA	NA	NA	NA	NA	NA
1967	7	4	NA	NA	NA	NA	NA	NA	NA
1967	7	5	NA	NA	NA	NA	NA	NA	NA
1967	7	6	NA	NA	NA	NA	NA	NA	NA
1967	7	7	14.2	1.45	36.1	27.2	0	4.1	59.4
1967	7	8	14.2	1.45	37.2	23.9	0	3.3	47.8
1967	7	9	NA	NA	NA	NA	NA	NA	NA
1967	7	10	NA	NA	NA	NA	NA	NA	NA
1967	7	11	NA	NA	NA	NA	NA	NA	NA
1967	7	12	14.2	1.45	36.1	25	0	4.9	57.1
1967	7	13	14.2	1.45	37.8	26.1	0	5.4	49.3
1967	7	14	14.2	1.45	36.1	25	0	4.6	59.1
1967	7	15	14.2	1.45	28.9	22.8	0	2.3	78.2
1967	7	16	14.2	1.45	35	22.8	6.1	2.8	68.8
1967	7	17	NA	NA	NA	NA	NA	NA	NA
1967	7	18	14.2	1.45	37.2	23.9	0	3.1	53.8
1967	7	19	NA	NA	NA	NA	NA	NA	NA
1967	7	20	NA	NA	NA	NA	NA	NA	NA
1967	7	21	NA	NA	NA	NA	NA	NA	NA
1967	7	22	NA	NA	NA	NA	NA	NA	NA
1967	7	23	NA	NA	NA	NA	NA	NA	NA
1967	7	24	NA	NA	NA	NA	NA	NA	NA
1967	7	25	NA	NA	NA	NA	NA	NA	NA
1967	7	26	NA	NA	NA	NA	NA	NA	NA
1967	7	27	14.2	1.45	31.1	25	0	4.4	69.9
1967	7	28	NA	NA	NA	NA	NA	NA	NA
1967	7	29	14.2	1.45	36.1	28.9	0	4.1	57.4
1967	7	30	NA	NA	NA	NA	NA	NA	NA
1967	7	31	NA	NA	NA	NA	NA	NA	NA
1967	8	1	NA	NA	NA	NA	NA	NA	NA
1967	8	2	14.2	1.45	32.8	22.8	0	2.9	74.6
1967	8	3	14.2	1.45	36.1	26.1	0	2.3	64.4
1967	8	4	14.2	1.45	37.2	25	0	3.5	62.9
1967	8	5	NA	NA	NA	NA	NA	NA	NA
1967	8	6	NA	NA	NA	NA	NA	NA	NA
1967	8	7	14.2	1.45	36.1	25	0	3.1	64.8
1967	8	8	14.2	1.45	32.8	23.9	0	4.9	72.5
1967	8	9	14.2	1.45	31.1	23.9	0	3.3	80.7
1967	8	10	NA	NA	NA	NA	NA	NA	NA
1967	8	11	14.2	1.45	33.9	22.8	14	2.3	68.6
1967	8	12	14.2	1.45	37.2	26.1	0	3.3	58.7
1967	8	13	NA	NA	NA	NA	NA	NA	NA
1967	8	14	14.2	1.45	32.8	27.2	0	4.6	64.3
1967	8	15	14.2	1.45	33.9	23.9	0	3.3	68.6
1967	8	16	NA	NA	NA	NA	NA	NA	NA
1967	8	17	NA	NA	NA	NA	NA	NA	NA
1967	8	18	14.2	1.45	31.1	22.8	0.5	4.3	73.7
1967	8	19	NA	NA	NA	NA	NA	NA	NA
1967	8	20	NA	NA	NA	NA	NA	NA	NA
1967	8	21	NA	NA	NA	NA	NA	NA	NA
1967	8	22	14.2	1.45	31.1	22.2	1	3.5	78.7
1967	8	23	14.2	1.45	32.2	22.8	5.1	2.8	74.7
1967	8	24	14.2	1.45	32.2	25	0	3.5	74.9
1967	8	25	NA	NA	NA	NA	NA	NA	NA
1967	8	26	14.2	1.45	32.2	22.8	0.5	2.3	83.6
1967	8	27	NA	NA	NA	NA	NA	NA	NA
1967	8	28	14.2	1.45	28.9	22.8	NA	1.5	79.7
1967	8	29	NA	NA	NA	NA	NA	NA	NA
1967	8	30	NA	NA	NA	NA	NA	NA	NA
1967	8	31	NA	NA	NA	NA	NA	NA	NA
1967	9	1	NA	NA	NA	NA	NA	NA	NA
1967	9	2	NA	NA	NA	NA	NA	NA	NA
1967	9	3	14.2	1.45	33.9	27.8	0	2.1	67.3
1967	9	4	14.2	1.45	35	23.9	0	1.9	66.4
1967	9	5	14.2	1.45	36.1	25	0	2	63
1967	9	6	NA	NA	NA	NA	NA	NA	NA
1967	9	7	14.2	1.45	35	25	0	2.9	67.1
1967	9	8	14.2	1.45	31.1	21.1	NA	2.8	72.3
1967	9	9	14.2	1.45	27.2	22.8	7.1	2.3	86.6
1967	9	10	14.2	1.45	32.2	27.2	0	3.8	69.4
1967	9	11	14.2	1.45	33.9	23.9	0	1.6	67.4
1967	9	12	NA	NA	NA	NA	NA	NA	NA
1967	9	13	14.2	1.45	31.1	22.2	23.1	3	80.2
1967	9	14	14.2	1.45	32.8	23.9	0	1.2	68.9
1967	9	15	NA	NA	NA	NA	NA	NA	NA
1967	9	16	NA	NA	NA	NA	NA	NA	NA
1967	9	17	NA	NA	NA	NA	NA	NA	NA
1967	9	18	14.2	1.45	33.9	23.9	0	2.7	67
1967	9	19	NA	NA	NA	NA	NA	NA	NA
1967	9	20	14.2	1.45	32.8	22.2	1	2.3	73.1
1967	9	21	14.2	1.45	28.9	25	0	4.6	81.6
1967	9	22	NA	NA	NA	NA	NA	NA	NA
1967	9	23	NA	NA	NA	NA	NA	NA	NA
1967	9	24	14.2	1.45	32.2	22.8	0	2.7	72.2
1967	9	25	NA	NA	NA	NA	NA	NA	NA
1967	9	26	14.2	1.45	35	23.9	0	2.3	62.5
1967	9	27	14.2	1.45	30	18.9	42.9	3.7	81
1967	9	28	14.2	1.45	33.9	23.9	1	1.8	66.6
1967	9	29	14.2	1.45	31.1	18.9	13	2.8	76.5
1967	9	30	14.2	1.45	33.9	25	0	2.1	65.9
1967	10	1	14.2	1.45	35	23.9	0	1.9	65.8
1967	10	2	14.2	1.45	35	25	0	2.8	58.2
1967	10	3	NA	NA	NA	NA	NA	NA	NA
1967	10	4	14.2	1.45	36.1	25	0	2.5	56.8
1967	10	5	14.2	1.45	37.2	25	0	3.3	51.3
1967	10	6	14.2	1.45	37.2	25	0	2.5	58
1967	10	7	14.2	1.45	36.1	25	0	3.3	61.7
1967	10	8	14.2	1.45	32.8	26.1	0	3.3	64.6
1967	10	9	14.2	1.45	37.2	23.9	0	2.3	47.3
1967	10	10	NA	NA	NA	NA	NA	NA	NA
1967	10	11	14.2	1.45	35	22.8	0	2.1	56.4
1967	10	12	14.2	1.45	37.8	21.1	0	1.2	47.8
1967	10	13	NA	NA	NA	NA	NA	NA	NA
1967	10	14	NA	NA	NA	NA	NA	NA	NA
1967	10	15	14.2	1.45	37.2	22.2	0	2.5	37.2
1967	10	16	14.2	1.45	37.2	25	0	2.3	53.8
1967	10	17	14.2	1.45	38.9	20	0	1.4	33.6
1967	10	18	14.2	1.45	38.9	21.1	0	1.4	34.3
1967	10	19	14.2	1.45	37.8	21.1	0	2.1	45.9
1967	10	20	NA	NA	NA	NA	NA	NA	NA
1967	10	21	14.2	1.45	37.2	22.2	0	1.9	44.7
1967	10	22	NA	NA	NA	NA	NA	NA	NA
1967	10	23	NA	NA	NA	NA	NA	NA	NA
1967	10	24	14.2	1.45	38.9	17.8	0	2.9	27.2
1967	10	25	NA	NA	NA	NA	NA	NA	NA
1967	10	26	14.2	1.45	40	18.9	0	2.8	29
1967	10	27	NA	NA	NA	NA	NA	NA	NA
1967	10	28	14.2	1.45	38.9	18.9	0	2.7	32.3
1967	10	29	NA	NA	NA	NA	NA	NA	NA
1967	10	30	NA	NA	NA	NA	NA	NA	NA
1967	10	31	14.2	1.45	38.9	20	0	1.8	32.4
1967	11	1	NA	NA	NA	NA	NA	NA	NA
1967	11	2	NA	NA	NA	NA	NA	NA	NA
1967	11	3	NA	NA	NA	NA	NA	NA	NA
1967	11	4	14.2	1.45	37.2	21.1	0	1.2	38.4
1967	11	5	14.2	1.45	37.8	27.8	0	1	34.7
1967	11	6	14.2	1.45	38.9	18.9	0	1.2	34.7
1967	11	7	14.2	1.45	37.8	30	0	1.5	34
1967	11	8	14.2	1.45	37.8	17.8	0	2.3	34.7
1967	11	9	14.2	1.45	37.8	18.9	0	2.8	26.8
1967	11	10	NA	NA	NA	NA	NA	NA	NA
1967	11	11	14.2	1.45	37.2	17.8	0	3.6	26.2
1967	11	12	14.2	1.45	33.9	20	0	5.4	20.9
1967	11	13	14.2	1.45	35	18.9	0	3.3	29.2
1967	11	14	14.2	1.45	35	15	0	3.6	28.5
1967	11	15	NA	NA	NA	NA	NA	NA	NA
1967	11	16	14.2	1.45	35	18.9	0	2.5	34.7
1967	11	17	14.2	1.45	36.1	18.9	0	3.3	34
1967	11	18	14.2	1.45	35	20	0	3.3	27.3
1967	11	19	14.2	1.45	33.9	18.9	0	3.3	29.3
1967	11	20	14.2	1.45	32.8	17.8	0	2.7	32.1
1967	11	21	NA	NA	NA	NA	NA	NA	NA
1967	11	22	NA	NA	NA	NA	NA	NA	NA
1967	11	23	14.2	1.45	36.1	20	0	4.1	24
1967	11	24	14.2	1.45	36.1	20	7.9	3.1	24.9
1967	11	25	14.2	1.45	35	17.8	0	4.1	23.6
1967	11	26	NA	NA	NA	NA	NA	NA	NA
1967	11	27	14.2	1.45	33.9	20	0	3.9	24.5
1967	11	28	14.2	1.45	35	17.2	0	2.6	34
1967	11	29	14.2	1.45	35	13.9	0	1.6	41.5
1967	11	30	14.2	1.45	35	26.1	0	2.1	25.7
1967	12	1	NA	NA	NA	NA	NA	NA	NA
1967	12	2	14.2	1.45	37.2	13.9	0	0.5	39.7
1967	12	3	14.2	1.45	35	15	0	1.3	36.5
1967	12	4	14.2	1.45	37.2	22.2	0	1.5	29.6
1967	12	5	14.2	1.45	37.2	20	0	2.3	26
1967	12	6	NA	NA	NA	NA	NA	NA	NA
1967	12	7	14.2	1.45	36.1	16.1	0	2.3	28.9
1967	12	8	NA	NA	NA	NA	NA	NA	NA
1967	12	9	NA	NA	NA	NA	NA	NA	NA
1967	12	10	14.2	1.45	36.1	17.2	0	1.3	34.2
1967	12	11	14.2	1.45	32.8	16.1	0	1.9	34.5
1967	12	12	14.2	1.45	36.1	16.1	0	2.9	34.4
1967	12	13	14.2	1.45	32.8	17.8	0	2.3	30.8
1967	12	14	14.2	1.45	37.8	17.8	0	1.8	27.2
1967	12	15	NA	NA	NA	NA	NA	NA	NA
1967	12	16	14.2	1.45	36.1	27.8	0	3.6	28.3
1967	12	17	14.2	1.45	36.1	28.9	0	2.7	26.7
1967	12	18	NA	NA	NA	NA	NA	NA	NA
1967	12	19	NA	NA	NA	NA	NA	NA	NA
1967	12	20	NA	NA	NA	NA	NA	NA	NA
1967	12	21	NA	NA	NA	NA	NA	NA	NA
1967	12	22	14.2	1.45	27.2	13.9	0	4.8	24.6
1967	12	23	NA	NA	NA	NA	NA	NA	NA
1967	12	24	14.2	1.45	27.2	18.9	0	2.1	41.3
