year	month	day	Lat	Lon	Tx	Tn	RR	WSP	RH
1960	1	1	NA	NA	NA	NA	NA	NA	NA
1960	1	2	NA	NA	NA	NA	NA	NA	NA
1960	1	3	NA	NA	NA	NA	NA	NA	NA
1960	1	4	NA	NA	NA	NA	NA	NA	NA
1960	1	5	NA	NA	NA	NA	NA	NA	NA
1960	1	6	NA	NA	NA	NA	NA	NA	NA
1960	1	7	NA	NA	NA	NA	NA	NA	NA
1960	1	8	NA	NA	NA	NA	NA	NA	NA
1960	1	9	NA	NA	NA	NA	NA	NA	NA
1960	1	10	NA	NA	NA	NA	NA	NA	NA
1960	1	11	NA	NA	NA	NA	NA	NA	NA
1960	1	12	NA	NA	NA	NA	NA	NA	NA
1960	1	13	NA	NA	NA	NA	NA	NA	NA
1960	1	14	NA	NA	NA	NA	NA	NA	NA
1960	1	15	NA	NA	NA	NA	NA	NA	NA
1960	1	16	NA	NA	NA	NA	NA	NA	NA
1960	1	17	NA	NA	NA	NA	NA	NA	NA
1960	1	18	NA	NA	NA	NA	NA	NA	NA
1960	1	19	NA	NA	NA	NA	NA	NA	NA
1960	1	20	NA	NA	NA	NA	NA	NA	NA
1960	1	21	NA	NA	NA	NA	NA	NA	NA
1960	1	22	NA	NA	NA	NA	NA	NA	NA
1960	1	23	NA	NA	NA	NA	NA	NA	NA
1960	1	24	NA	NA	NA	NA	NA	NA	NA
1960	1	25	NA	NA	NA	NA	NA	NA	NA
1960	1	26	NA	NA	NA	NA	NA	NA	NA
1960	1	27	NA	NA	NA	NA	NA	NA	NA
1960	1	28	NA	NA	NA	NA	NA	NA	NA
1960	1	29	NA	NA	NA	NA	NA	NA	NA
1960	1	30	NA	NA	NA	NA	NA	NA	NA
1960	1	31	NA	NA	NA	NA	NA	NA	NA
1960	2	1	NA	NA	NA	NA	NA	NA	NA
1960	2	2	NA	NA	NA	NA	NA	NA	NA
1960	2	3	NA	NA	NA	NA	NA	NA	NA
1960	2	4	NA	NA	NA	NA	NA	NA	NA
1960	2	5	NA	NA	NA	NA	NA	NA	NA
1960	2	6	NA	NA	NA	NA	NA	NA	NA
1960	2	7	NA	NA	NA	NA	NA	NA	NA
1960	2	8	NA	NA	NA	NA	NA	NA	NA
1960	2	9	NA	NA	NA	NA	NA	NA	NA
1960	2	10	NA	NA	NA	NA	NA	NA	NA
1960	2	11	NA	NA	NA	NA	NA	NA	NA
1960	2	12	NA	NA	NA	NA	NA	NA	NA
1960	2	13	NA	NA	NA	NA	NA	NA	NA
1960	2	14	NA	NA	NA	NA	NA	NA	NA
1960	2	15	NA	NA	NA	NA	NA	NA	NA
1960	2	16	NA	NA	NA	NA	NA	NA	NA
1960	2	17	NA	NA	NA	NA	NA	NA	NA
1960	2	18	NA	NA	NA	NA	NA	NA	NA
1960	2	19	NA	NA	NA	NA	NA	NA	NA
1960	2	20	NA	NA	NA	NA	NA	NA	NA
1960	2	21	NA	NA	NA	NA	NA	NA	NA
1960	2	22	NA	NA	NA	NA	NA	NA	NA
1960	2	23	NA	NA	NA	NA	NA	NA	NA
1960	2	24	NA	NA	NA	NA	NA	NA	NA
1960	2	25	NA	NA	NA	NA	NA	NA	NA
1960	2	26	NA	NA	NA	NA	NA	NA	NA
1960	2	27	NA	NA	NA	NA	NA	NA	NA
1960	2	28	NA	NA	NA	NA	NA	NA	NA
1960	2	29	NA	NA	NA	NA	NA	NA	NA
1960	3	1	14.2	1.45	35	21.1	0	4.9	8.5
1960	3	2	NA	NA	NA	NA	NA	NA	NA
1960	3	3	NA	NA	NA	NA	NA	NA	NA
1960	3	4	14.2	1.45	35	17.8	0	3.6	8.8
1960	3	5	NA	NA	NA	NA	NA	NA	NA
1960	3	6	NA	NA	NA	NA	NA	NA	NA
1960	3	7	NA	NA	NA	NA	NA	NA	NA
1960	3	8	NA	NA	NA	NA	NA	NA	NA
1960	3	9	NA	NA	NA	NA	NA	NA	NA
1960	3	10	NA	NA	NA	NA	NA	NA	NA
1960	3	11	14.2	1.45	40	25	0	1.3	10
1960	3	12	NA	NA	NA	NA	NA	NA	NA
1960	3	13	NA	NA	NA	NA	NA	NA	NA
1960	3	14	NA	NA	NA	NA	NA	NA	NA
1960	3	15	14.2	1.45	36.1	20	0	2.3	30.8
1960	3	16	14.2	1.45	40	33.9	0	4.9	9.9
1960	3	17	14.2	1.45	38.9	22.8	0	3.9	12.1
1960	3	18	14.2	1.45	41.1	25	0	3.5	9.4
1960	3	19	14.2	1.45	40	23.9	0	2.6	11.2
1960	3	20	14.2	1.45	40	20	0	1.4	17.3
1960	3	21	14.2	1.45	37.8	27.2	0	1.7	28.4
1960	3	22	14.2	1.45	36.1	28.9	0	4.3	41.2
1960	3	23	14.2	1.45	31.1	25	0	1.6	56.8
1960	3	24	14.2	1.45	36.1	25	0	1.3	41
1960	3	25	NA	NA	NA	NA	NA	NA	NA
1960	3	26	14.2	1.45	38.9	26.1	0	3.3	17.8
1960	3	27	NA	NA	NA	NA	NA	NA	NA
1960	3	28	NA	NA	NA	NA	NA	NA	NA
1960	3	29	NA	NA	NA	NA	NA	NA	NA
1960	3	30	14.2	1.45	42.2	22.2	0	2.5	15.7
1960	3	31	14.2	1.45	42.8	22.8	0	2.6	16.9
1960	4	1	NA	NA	NA	NA	NA	NA	NA
1960	4	2	NA	NA	NA	NA	NA	NA	NA
1960	4	3	NA	NA	NA	NA	NA	NA	NA
1960	4	4	NA	NA	NA	NA	NA	NA	NA
1960	4	5	NA	NA	NA	NA	NA	NA	NA
1960	4	6	NA	NA	NA	NA	NA	NA	NA
1960	4	7	NA	NA	NA	NA	NA	NA	NA
1960	4	8	NA	NA	NA	NA	NA	NA	NA
1960	4	9	NA	NA	NA	NA	NA	NA	NA
1960	4	10	NA	NA	NA	NA	NA	NA	NA
1960	4	11	NA	NA	NA	NA	NA	NA	NA
1960	4	12	NA	NA	NA	NA	NA	NA	NA
1960	4	13	NA	NA	NA	NA	NA	NA	NA
1960	4	14	NA	NA	NA	NA	NA	NA	NA
1960	4	15	NA	NA	NA	NA	NA	NA	NA
1960	4	16	NA	NA	NA	NA	NA	NA	NA
1960	4	17	NA	NA	NA	NA	NA	NA	NA
1960	4	18	NA	NA	NA	NA	NA	NA	NA
1960	4	19	NA	NA	NA	NA	NA	NA	NA
1960	4	20	NA	NA	NA	NA	NA	NA	NA
1960	4	21	NA	NA	NA	NA	NA	NA	NA
1960	4	22	NA	NA	NA	NA	NA	NA	NA
1960	4	23	NA	NA	NA	NA	NA	NA	NA
1960	4	24	NA	NA	NA	NA	NA	NA	NA
1960	4	25	NA	NA	NA	NA	NA	NA	NA
1960	4	26	NA	NA	NA	NA	NA	NA	NA
1960	4	27	NA	NA	NA	NA	NA	NA	NA
1960	4	28	NA	NA	NA	NA	NA	NA	NA
1960	4	29	NA	NA	NA	NA	NA	NA	NA
1960	4	30	NA	NA	NA	NA	NA	NA	NA
1960	5	1	NA	NA	NA	NA	NA	NA	NA
1960	5	2	NA	NA	NA	NA	NA	NA	NA
1960	5	3	NA	NA	NA	NA	NA	NA	NA
1960	5	4	NA	NA	NA	NA	NA	NA	NA
1960	5	5	NA	NA	NA	NA	NA	NA	NA
1960	5	6	NA	NA	NA	NA	NA	NA	NA
1960	5	7	14.2	1.45	37.8	23.9	0	2.3	7.9
1960	5	8	14.2	1.45	37.8	27.8	0	4.2	9
1960	5	9	NA	NA	NA	NA	NA	NA	NA
1960	5	10	NA	NA	NA	NA	NA	NA	NA
1960	5	11	NA	NA	NA	NA	NA	NA	NA
1960	5	12	14.2	1.45	40	27.2	0	1.5	31.6
1960	5	13	14.2	1.45	42.8	27.2	0	1	26.4
1960	5	14	14.2	1.45	40	30	0	NA	38
1960	5	15	NA	NA	NA	NA	NA	NA	NA
1960	5	16	NA	NA	NA	NA	NA	NA	NA
1960	5	17	NA	NA	NA	NA	NA	NA	NA
1960	5	18	14.2	1.45	40	27.2	0	2.1	20.4
1960	5	19	NA	NA	NA	NA	NA	NA	NA
1960	5	20	NA	NA	NA	NA	NA	NA	NA
1960	5	21	NA	NA	NA	NA	NA	NA	NA
1960	5	22	NA	NA	NA	NA	NA	NA	NA
1960	5	23	14.2	1.45	38.9	27.8	NA	3.1	41.5
1960	5	24	NA	NA	NA	NA	NA	NA	NA
1960	5	25	NA	NA	NA	NA	NA	NA	NA
1960	5	26	14.2	1.45	41.1	30	0	2.7	28.1
1960	5	27	14.2	1.45	38.9	27.8	0	3.1	31.8
1960	5	28	NA	NA	NA	NA	NA	NA	NA
1960	5	29	NA	NA	NA	NA	NA	NA	NA
1960	5	30	NA	NA	NA	NA	NA	NA	NA
1960	5	31	NA	NA	NA	NA	NA	NA	NA
1960	6	1	NA	NA	NA	NA	NA	NA	NA
1960	6	2	NA	NA	NA	NA	NA	NA	NA
1960	6	3	NA	NA	NA	NA	NA	NA	NA
1960	6	4	NA	NA	NA	NA	NA	NA	NA
1960	6	5	NA	NA	NA	NA	NA	NA	NA
1960	6	6	NA	NA	NA	NA	NA	NA	NA
1960	6	7	14.2	1.45	41.1	30	0	3.1	25.1
1960	6	8	NA	NA	NA	NA	NA	NA	NA
1960	6	9	NA	NA	NA	NA	NA	NA	NA
1960	6	10	14.2	1.45	42.2	27.8	0	2.7	38.2
1960	6	11	NA	NA	NA	NA	NA	NA	NA
1960	6	12	14.2	1.45	40	32.2	0	4	38.2
1960	6	13	NA	NA	NA	NA	NA	NA	NA
1960	6	14	NA	NA	NA	NA	NA	NA	NA
1960	6	15	NA	NA	NA	NA	NA	NA	NA
1960	6	16	NA	NA	NA	NA	NA	NA	NA
1960	6	17	14.2	1.45	33.9	26.1	0	4.8	48.8
1960	6	18	14.2	1.45	38.9	26.1	0	3.5	46.4
1960	6	19	14.2	1.45	33.9	27.2	0	4.9	49.6
1960	6	20	NA	NA	NA	NA	NA	NA	NA
1960	6	21	NA	NA	NA	NA	NA	NA	NA
1960	6	22	NA	NA	NA	NA	NA	NA	NA
1960	6	23	14.2	1.45	41.1	26.1	0	2.5	35.7
1960	6	24	NA	NA	NA	NA	NA	NA	NA
1960	6	25	NA	NA	NA	NA	NA	NA	NA
1960	6	26	14.2	1.45	32.8	31.1	0	6.9	48.3
1960	6	27	NA	NA	NA	NA	NA	NA	NA
1960	6	28	14.2	1.45	38.9	26.1	0	2	46.2
1960	6	29	14.2	1.45	32.8	27.2	0	NA	60
1960	6	30	NA	NA	NA	NA	NA	NA	NA
1960	7	1	14.2	1.45	37.2	26.1	0	3.5	46.7
1960	7	2	NA	NA	NA	NA	NA	NA	NA
1960	7	3	14.2	1.45	36.1	28.9	0	2.1	43
1960	7	4	NA	NA	NA	NA	NA	NA	NA
1960	7	5	NA	NA	NA	NA	NA	NA	NA
1960	7	6	NA	NA	NA	NA	NA	NA	NA
1960	7	7	NA	NA	NA	NA	NA	NA	NA
1960	7	8	NA	NA	NA	NA	NA	NA	NA
1960	7	9	NA	NA	NA	NA	NA	NA	NA
1960	7	10	NA	NA	NA	NA	NA	NA	NA
1960	7	11	14.2	1.45	36.1	26.1	0	3.4	51.1
1960	7	12	14.2	1.45	33.9	27.8	0	4.8	54.1
1960	7	13	NA	NA	NA	NA	NA	NA	NA
1960	7	14	NA	NA	NA	NA	NA	NA	NA
1960	7	15	14.2	1.45	30	23.9	0	3.6	69.3
1960	7	16	NA	NA	NA	NA	NA	NA	NA
1960	7	17	NA	NA	NA	NA	NA	NA	NA
1960	7	18	NA	NA	NA	NA	NA	NA	NA
1960	7	19	14.2	1.45	31.1	23.9	0	2.2	71.9
1960	7	20	NA	NA	NA	NA	NA	NA	NA
1960	7	21	NA	NA	NA	NA	NA	NA	NA
1960	7	22	14.2	1.45	32.8	22.8	0	5.2	61.9
1960	7	23	14.2	1.45	33.9	26.1	0	4.3	53.2
1960	7	24	NA	NA	NA	NA	NA	NA	NA
1960	7	25	14.2	1.45	37.2	27.2	0	3.9	52.4
1960	7	26	14.2	1.45	37.8	27.8	0	5.7	40.8
1960	7	27	14.2	1.45	27.8	22.8	0	2.6	70
1960	7	28	14.2	1.45	35	23.9	0	5.1	67.8
1960	7	29	14.2	1.45	31.1	26.1	0	3.3	66.9
1960	7	30	14.2	1.45	32.2	25	0	3.4	61.1
1960	7	31	NA	NA	NA	NA	NA	NA	NA
1960	8	1	14.2	1.45	33.9	27.2	0	4.9	61.3
1960	8	2	14.2	1.45	32.2	26.1	0	2.1	63.8
1960	8	3	NA	NA	NA	NA	NA	NA	NA
1960	8	4	14.2	1.45	32.2	26.1	NA	5.7	63.9
1960	8	5	14.2	1.45	33.9	22.8	0	2.3	63.4
1960	8	6	NA	NA	NA	NA	NA	NA	NA
1960	8	7	14.2	1.45	35	22.2	0	4	64.7
1960	8	8	NA	NA	NA	NA	NA	NA	NA
1960	8	9	14.2	1.45	32.2	22.8	NA	6.5	71.6
1960	8	10	14.2	1.45	32.8	22.8	0	1.7	57.3
1960	8	11	14.2	1.45	32.2	26.1	0	2.1	71.7
1960	8	12	NA	NA	NA	NA	NA	NA	NA
1960	8	13	NA	NA	NA	NA	NA	NA	NA
1960	8	14	NA	NA	NA	NA	NA	NA	NA
1960	8	15	NA	NA	NA	NA	NA	NA	NA
1960	8	16	14.2	1.45	37.8	26.1	0	3.5	53.2
1960	8	17	NA	NA	NA	NA	NA	NA	NA
1960	8	18	14.2	1.45	32.8	27.8	0	3.3	61.4
1960	8	19	NA	NA	NA	NA	NA	NA	NA
1960	8	20	NA	NA	NA	NA	NA	NA	NA
1960	8	21	14.2	1.45	33.9	27.8	0	2.9	58.1
1960	8	22	NA	NA	NA	NA	NA	NA	NA
1960	8	23	14.2	1.45	32.2	22.8	0	3.2	71.1
1960	8	24	NA	NA	NA	NA	NA	NA	NA
1960	8	25	NA	NA	NA	NA	NA	NA	NA
1960	8	26	14.2	1.45	28.9	22.8	0	1.5	74.5
1960	8	27	NA	NA	NA	NA	NA	NA	NA
1960	8	28	14.2	1.45	33.9	26.1	0	1	66.2
1960	8	29	NA	NA	NA	NA	NA	NA	NA
1960	8	30	NA	NA	NA	NA	NA	NA	NA
1960	8	31	NA	NA	NA	NA	NA	NA	NA
1960	9	1	NA	NA	NA	NA	NA	NA	NA
1960	9	2	14.2	1.45	32.8	22.8	0	1	64.4
1960	9	3	14.2	1.45	33.9	27.8	0	1.5	61.2
1960	9	4	NA	NA	NA	NA	NA	NA	NA
1960	9	5	14.2	1.45	27.2	25	0	5.4	74.5
1960	9	6	14.2	1.45	32.2	22.8	0	2.7	67.2
1960	9	7	14.2	1.45	32.2	25	0	2.2	54.8
1960	9	8	NA	NA	NA	NA	NA	NA	NA
1960	9	9	NA	NA	NA	NA	NA	NA	NA
1960	9	10	14.2	1.45	28.9	22.2	NA	2.6	83.1
1960	9	11	NA	NA	NA	NA	NA	NA	NA
1960	9	12	NA	NA	NA	NA	NA	NA	NA
1960	9	13	NA	NA	NA	NA	NA	NA	NA
1960	9	14	NA	NA	NA	NA	NA	NA	NA
1960	9	15	NA	NA	NA	NA	NA	NA	NA
1960	9	16	14.2	1.45	32.8	27.2	0	1.4	61.2
1960	9	17	NA	NA	NA	NA	NA	NA	NA
1960	9	18	NA	NA	NA	NA	NA	NA	NA
1960	9	19	NA	NA	NA	NA	NA	NA	NA
1960	9	20	NA	NA	NA	NA	NA	NA	NA
1960	9	21	NA	NA	NA	NA	NA	NA	NA
1960	9	22	14.2	1.45	35	22.2	NA	1.8	67.2
1960	9	23	14.2	1.45	35	23.9	0	1.7	60.9
1960	9	24	14.2	1.45	36.1	25	0	2.9	53.9
1960	9	25	14.2	1.45	35	26.1	0	1.5	57.9
1960	9	26	14.2	1.45	33.9	27.8	0	2.8	56.6
1960	9	27	NA	NA	NA	NA	NA	NA	NA
1960	9	28	NA	NA	NA	NA	NA	NA	NA
1960	9	29	NA	NA	NA	NA	NA	NA	NA
1960	9	30	14.2	1.45	37.2	26.1	0	2.3	56.8
1960	10	1	14.2	1.45	38.9	25	0	1.4	54.5
1960	10	2	14.2	1.45	37.8	30	0	2.1	50.9
1960	10	3	14.2	1.45	38.9	22.2	0	2.3	55.3
1960	10	4	NA	NA	NA	NA	NA	NA	NA
1960	10	5	NA	NA	NA	NA	NA	NA	NA
1960	10	6	NA	NA	NA	NA	NA	NA	NA
1960	10	7	14.2	1.45	36.1	27.2	0	3.6	50
1960	10	8	14.2	1.45	37.8	32.2	0	2.8	37.9
1960	10	9	14.2	1.45	37.2	23.9	0	1.8	48.3
1960	10	10	14.2	1.45	40	22.8	0	1.3	35.6
1960	10	11	14.2	1.45	37.8	22.8	0	2.1	45
1960	10	12	14.2	1.45	37.2	26.1	0	2.3	49.6
1960	10	13	14.2	1.45	40	26.1	0	1.5	42.7
1960	10	14	14.2	1.45	37.2	22.8	0	2.1	47.9
1960	10	15	NA	NA	NA	NA	NA	NA	NA
1960	10	16	NA	NA	NA	NA	NA	NA	NA
1960	10	17	NA	NA	NA	NA	NA	NA	NA
1960	10	18	14.2	1.45	37.8	23.9	0	1.3	39.8
1960	10	19	14.2	1.45	38.9	26.1	0	2	40.6
1960	10	20	14.2	1.45	40	25	0	3.6	41.9
1960	10	21	14.2	1.45	38.9	22.8	0	1.7	36.4
1960	10	22	14.2	1.45	37.2	27.8	0	3.4	31.6
1960	10	23	14.2	1.45	40	22.8	0	2.1	33.9
1960	10	24	14.2	1.45	38.9	32.2	0	2.1	29.9
1960	10	25	14.2	1.45	38.9	23.9	0	2.1	38.4
1960	10	26	14.2	1.45	38.9	23.9	0	2.1	35.3
1960	10	27	14.2	1.45	37.8	22.2	0	2.8	23.9
1960	10	28	14.2	1.45	37.8	21.1	0	2.3	46.5
1960	10	29	14.2	1.45	38.9	21.1	0	2.3	19
1960	10	30	14.2	1.45	38.9	17.8	0	2.2	21
1960	10	31	14.2	1.45	38.9	22.2	0	3.8	34.6
1960	11	1	14.2	1.45	38.9	25	0	4.6	16.3
1960	11	2	14.2	1.45	38.9	20	0	2.3	15.6
1960	11	3	14.2	1.45	37.8	21.1	0	1.7	24.1
1960	11	4	14.2	1.45	37.2	20	0	1.5	33.1
1960	11	5	14.2	1.45	37.8	17.2	0	1.2	22.3
1960	11	6	14.2	1.45	37.2	17.2	0	2.1	23.4
1960	11	7	14.2	1.45	37.8	17.8	0	1.8	30.5
1960	11	8	14.2	1.45	38.9	20	0	0.5	25
1960	11	9	14.2	1.45	37.2	20	0	1.7	31.4
1960	11	10	14.2	1.45	37.8	20	0	3.1	13.7
1960	11	11	NA	NA	NA	NA	NA	NA	NA
1960	11	12	NA	NA	NA	NA	NA	NA	NA
1960	11	13	14.2	1.45	36.1	17.8	0	1.9	30.9
1960	11	14	14.2	1.45	37.8	18.9	0	1.4	26.9
1960	11	15	14.2	1.45	37.2	17.2	0	1.4	24
1960	11	16	14.2	1.45	36.1	21.1	0	4.6	11.4
1960	11	17	14.2	1.45	36.1	22.2	0	5.5	10.7
1960	11	18	14.2	1.45	35	21.1	0	3.7	13.7
1960	11	19	14.2	1.45	32.2	21.1	0	5.5	16.7
1960	11	20	14.2	1.45	32.8	20	0	4.6	15
1960	11	21	14.2	1.45	33.9	20	0	4.3	16.2
1960	11	22	14.2	1.45	33.9	21.1	0	2.6	13.4
1960	11	23	14.2	1.45	33.9	20	0	4.1	16.2
1960	11	24	14.2	1.45	32.8	18.9	0	1.6	14.2
1960	11	25	14.2	1.45	33.9	18.9	0	6	11.5
1960	11	26	14.2	1.45	32.8	20	0	4.1	12.7
1960	11	27	14.2	1.45	31.1	18.9	0	6.3	16
1960	11	28	14.2	1.45	33.9	17.8	0	2.6	14
1960	11	29	NA	NA	NA	NA	NA	NA	NA
1960	11	30	14.2	1.45	35	17.8	NA	0.8	19.6
1960	12	1	14.2	1.45	33.9	17.8	0	NA	24.8
1960	12	2	14.2	1.45	35	18.9	0	0.6	25.7
1960	12	3	14.2	1.45	36.1	18.9	0	1.9	24.4
1960	12	4	14.2	1.45	31.1	21.1	0	1.4	41
1960	12	5	NA	NA	NA	NA	NA	NA	NA
1960	12	6	NA	NA	NA	NA	NA	NA	NA
1960	12	7	14.2	1.45	31.1	17.8	0	2.9	19.7
1960	12	8	14.2	1.45	32.2	18.9	0	1.3	21.1
1960	12	9	14.2	1.45	32.8	17.8	0	2	19.8
1960	12	10	NA	NA	NA	NA	NA	NA	NA
1960	12	11	14.2	1.45	30	20	0	2.3	28.6
1960	12	12	14.2	1.45	33.9	22.2	0	3.3	30
1960	12	13	14.2	1.45	32.8	17.8	0	1	34.9
1960	12	14	14.2	1.45	33.9	13.9	0	1.2	30.4
1960	12	15	14.2	1.45	35	23.9	0	1.2	31
1960	12	16	14.2	1.45	36.1	20	0	0	30.9
1960	12	17	14.2	1.45	35	22.2	0	2.3	27.7
1960	12	18	14.2	1.45	35	22.2	0	2.3	24.7
1960	12	19	14.2	1.45	37.2	22.8	0	6.1	15.5
1960	12	20	14.2	1.45	36.1	22.8	0	2.3	26.3
1960	12	21	14.2	1.45	37.2	20	0	1.2	23.1
1960	12	22	14.2	1.45	35	20	0	2.1	23.8
1960	12	23	14.2	1.45	37.2	20	0	2.5	24.1
1960	12	24	14.2	1.45	31.1	18.9	0	4.1	32.4
1960	12	25	14.2	1.45	27.8	18.9	0	2.3	23.3
1960	12	26	14.2	1.45	26.1	17.2	0	6.9	19.2
1960	12	27	14.2	1.45	23.9	17.8	0	5.6	16.6
1960	12	28	14.2	1.45	27.2	18.9	0	3.9	12.2
1960	12	29	14.2	1.45	27.2	12.8	0	3.7	14.4
1960	12	30	14.2	1.45	30	16.1	0	3.6	13.9
1960	12	31	14.2	1.45	27.8	18.9	0	2.7	16.5
1961	1	1	NA	NA	NA	NA	NA	NA	NA
1961	1	2	14.2	1.45	32.2	18.9	0	3.3	12.3
1961	1	3	14.2	1.45	30	22.8	0	4.4	10.1
1961	1	4	14.2	1.45	32.2	17.2	0	2.9	14.1
1961	1	5	NA	NA	NA	NA	NA	NA	NA
1961	1	6	14.2	1.45	31.1	18.9	0	4.6	11.6
1961	1	7	14.2	1.45	32.8	20	0	4.6	11.4
1961	1	8	14.2	1.45	32.8	18.9	0	7.2	9.9
1961	1	9	14.2	1.45	32.8	17.8	0	2.9	10.5
1961	1	10	NA	NA	NA	NA	NA	NA	NA
1961	1	11	14.2	1.45	32.2	17.2	0	3.3	11.7
1961	1	12	14.2	1.45	32.2	12.8	0	2.9	17.6
1961	1	13	14.2	1.45	32.2	18.9	0	1	18.3
1961	1	14	14.2	1.45	31.1	22.2	0	1	35.6
1961	1	15	14.2	1.45	30	16.1	0	3.2	17.9
1961	1	16	14.2	1.45	32.2	17.8	0	3.1	13.5
1961	1	17	NA	NA	NA	NA	NA	NA	NA
1961	1	18	14.2	1.45	33.9	17.8	0	2.5	14
1961	1	19	14.2	1.45	33.9	21.1	0	2.7	12.2
1961	1	20	NA	NA	NA	NA	NA	NA	NA
1961	1	21	14.2	1.45	32.2	17.2	0	1.4	23.5
1961	1	22	NA	NA	NA	NA	NA	NA	NA
1961	1	23	NA	NA	NA	NA	NA	NA	NA
1961	1	24	NA	NA	NA	NA	NA	NA	NA
1961	1	25	14.2	1.45	30	22.8	0	2.6	16.2
1961	1	26	14.2	1.45	31.1	13.9	0	1.2	23.7
1961	1	27	14.2	1.45	28.9	21.1	0	3.7	26.5
1961	1	28	14.2	1.45	27.8	18.9	0	8.7	11.9
1961	1	29	14.2	1.45	27.2	13.9	0	3	15.4
1961	1	30	14.2	1.45	27.8	13.9	0	4.1	17.1
1961	1	31	14.2	1.45	28.9	16.1	0	6.8	19.2
1961	2	1	14.2	1.45	27.8	17.2	0	4.9	17.8
1961	2	2	14.2	1.45	30	15	0	4.5	13.3
1961	2	3	14.2	1.45	31.1	15	0	NA	12.3
1961	2	4	14.2	1.45	32.2	16.1	0	3.7	12
1961	2	5	14.2	1.45	32.2	16.1	0	5	9.7
1961	2	6	14.2	1.45	31.1	17.2	0	4.9	12.7
1961	2	7	14.2	1.45	30	13.9	0	3.1	11.4
1961	2	8	14.2	1.45	31.1	15	0	4.3	14.1
1961	2	9	NA	NA	NA	NA	NA	NA	NA
1961	2	10	14.2	1.45	32.2	17.2	0	4.1	12.1
1961	2	11	14.2	1.45	28.9	17.2	0	6.5	12.5
1961	2	12	NA	NA	NA	NA	NA	NA	NA
1961	2	13	NA	NA	NA	NA	NA	NA	NA
1961	2	14	14.2	1.45	30	15	0	4	12
1961	2	15	14.2	1.45	31.1	17.2	0	2.3	12.4
1961	2	16	14.2	1.45	32.8	18.9	0	4.9	10.4
1961	2	17	14.2	1.45	32.8	18.9	0	4.9	9.6
1961	2	18	NA	NA	NA	NA	NA	NA	NA
1961	2	19	14.2	1.45	32.8	25	0	4.3	8.7
1961	2	20	14.2	1.45	36.1	21.1	0	4.3	12.6
1961	2	21	NA	NA	NA	NA	NA	NA	NA
1961	2	22	NA	NA	NA	NA	NA	NA	NA
1961	2	23	14.2	1.45	37.2	27.8	0	5	10.6
1961	2	24	14.2	1.45	37.2	21.1	0	3.5	11.7
1961	2	25	14.2	1.45	37.8	20	0	5.2	9.7
1961	2	26	14.2	1.45	35	23.9	0	5.8	13
1961	2	27	14.2	1.45	33.9	22.2	0	5.2	9.8
1961	2	28	14.2	1.45	32.2	25	0	5.4	9.7
1961	3	1	NA	NA	NA	NA	NA	NA	NA
1961	3	2	NA	NA	NA	NA	NA	NA	NA
1961	3	3	14.2	1.45	31.1	17.8	0	4.1	11.3
1961	3	4	NA	NA	NA	NA	NA	NA	NA
1961	3	5	NA	NA	NA	NA	NA	NA	NA
1961	3	6	14.2	1.45	32.8	20	0	5.8	9
1961	3	7	14.2	1.45	32.8	21.1	0	3.1	10.2
1961	3	8	14.2	1.45	33.9	21.1	0	3.6	10.6
1961	3	9	NA	NA	NA	NA	NA	NA	NA
1961	3	10	NA	NA	NA	NA	NA	NA	NA
1961	3	11	14.2	1.45	28.9	22.2	0	5.1	17.1
1961	3	12	14.2	1.45	32.2	21.1	0	5.2	15.2
1961	3	13	14.2	1.45	32.8	20	0	3.5	11.7
1961	3	14	14.2	1.45	35	20	0	3.3	10.6
1961	3	15	14.2	1.45	36.1	21.1	0	2.1	12
1961	3	16	NA	NA	NA	NA	NA	NA	NA
1961	3	17	14.2	1.45	36.1	22.2	0	3.5	8.9
1961	3	18	NA	NA	NA	NA	NA	NA	NA
1961	3	19	14.2	1.45	32.8	27.8	0	NA	7.4
1961	3	20	14.2	1.45	36.1	27.8	0	4.4	7
1961	3	21	14.2	1.45	37.2	21.1	0	2.6	8.7
1961	3	22	NA	NA	NA	NA	NA	NA	NA
1961	3	23	14.2	1.45	40	23.9	0	1.9	9.4
1961	3	24	14.2	1.45	41.1	26.1	0	2.4	10.6
1961	3	25	14.2	1.45	40	25	0	3.3	6.2
1961	3	26	NA	NA	NA	NA	NA	NA	NA
1961	3	27	14.2	1.45	43.9	26.1	0	5.5	8.7
1961	3	28	14.2	1.45	41.1	22.8	0	2.3	18
1961	3	29	NA	NA	NA	NA	NA	NA	NA
1961	3	30	NA	NA	NA	NA	NA	NA	NA
1961	3	31	NA	NA	NA	NA	NA	NA	NA
1961	4	1	14.2	1.45	35	25	0	1.8	52.6
1961	4	2	14.2	1.45	33.9	22.2	0	1.3	30.9
1961	4	3	14.2	1.45	37.8	25	0	2.8	11.1
1961	4	4	14.2	1.45	36.1	22.2	0	1.6	16.9
1961	4	5	14.2	1.45	37.8	26.1	0	1.9	16.5
1961	4	6	14.2	1.45	41.1	23.9	0	1.7	18.8
1961	4	7	NA	NA	NA	NA	NA	NA	NA
1961	4	8	14.2	1.45	38.9	25	0	1.3	18
1961	4	9	14.2	1.45	37.2	26.1	0	2.4	21.6
1961	4	10	14.2	1.45	35	26.1	0	1.8	23.6
1961	4	11	14.2	1.45	37.2	26.1	0	2.3	17.8
